file1,file2,same_pattern,resultado
pattern12/jpcj0179.tif,pattern12/kpjx0179.tif,1,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The second document contains a different format and layout compared to the first document. It includes specific sections such as 'Contract/Grant #' and 'Total Amount Due on this Invoice' that were not present in the first document. Additionally, the style of presentation, including font and structure, differs notably between the two invoices.""
}
```"
pattern12/gfcj0179.tif,pattern19/nkbn0220.tif,0,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The second document has a significantly different layout and content structure, including multiple line items and a total amount, while the first document is a simplified invoice with a unique format and specific claim details. The information presented in each document pertains to different agreements or bills, indicating non-compliance with the standard established in the first document.""
}
```"
pattern00/hlbn0220.tif,pattern01/hkdj0179.tif,0,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The first document is an invoice for a product order, while the second document is a budget request with detailed category breakdowns. The content, layout, and purpose of the two documents differ significantly.""
}
```"
pattern12/jpcj0179.tif,pattern12/lrjx0179.tif,1,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The first document is an invoice with a clear structure including items like Stipend and IDC, while the second document contains additional information such as a reference number, title, and specific instructions, which deviate from the expected standard format of the first document.""
}
```"
pattern01/gkdj0179.tif,pattern12/phhx0179.tif,0,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The first document is a detailed breakdown of expenses with specific categories (salaries, fringe benefits, etc.), while the second document lacks such clarity and organization in presenting expense categories. Additionally, the first document includes a total requested amount and a clear reference to account numbers, whereas the second document appears less structured and does not provide comparable detail on billing periods.""
}
```"
pattern12/krxx0179.tif,pattern12/tkdj0179.tif,1,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The second document lacks clear project details, such as a project title and direction similar to the first document. Additionally, the second invoice has a significantly higher award amount with less detailed service descriptions, which detracts from standardization.""
}
```"
pattern01/gkdj0179.tif,pattern20/gqhw0217.tif,0,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The second document lacks a clear budget breakdown, includes different formatting styles, and is focused on a service fee without itemized expenses resembling the first document's detailed budget structure.""
}
```"
pattern12/kzcj0179.tif,pattern12/mgcj0179.tif,1,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The second document has a different layout and structure compared to the first document. It lacks detailed breakdowns of expenses as seen in the first document, and the first document follows a specific standardized format that is not replicated in the second. Additionally, the total amounts and context of the invoices differ significantly.""
}
```"
pattern12/jpcj0179.tif,pattern12/xzcj0179.tif,1,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The second document lacks the same level of detail and structure, including itemized expenditures, total expenses summation, and comparison metrics, present in the first document. The format, clarity, and specific expense categories do not align with the first document's standard.""
}
```"
pattern01/rldj0179.tif,pattern12/zyjx0179.tif,0,"```json
{
  ""status"": ""out of standard"",
  ""justification"": ""The first document follows a specific layout and budget categorization, including details on salaries, fringe benefits, and overhead, while the second document has a different format and lacks detailed budget categories. Additionally, the amounts and terms referenced are not directly comparable, indicating a deviation from the first document's standards.""
}
```"
